STATE,COUNTY,CTYNAME,POPESTIMATE2018
37,165,Scotland County,34810
37,167,Stanly County,62075
37,169,Stokes County,45467
37,171,Surry County,71948
37,173,Swain County,14245
37,175,Transylvania County,34215
37,177,Tyrrell County,4131
37,179,Union County,235908
37,181,Vance County,44582
37,183,Wake County,1092305
37,185,Warren County,19807
37,187,Washington County,11859
37,189,Watauga County,55945
37,191,Wayne County,123248
37,193,Wilkes County,68557
37,195,Wilson County,81455
37,197,Yadkin County,37543
37,199,Yancey County,17903
38,0,North Dakota,760077
38,1,Adams County,2294
38,3,Barnes County,10542
38,5,Benson County,6962
38,7,Billings County,919
38,9,Bottineau County,6411
38,11,Bowman County,3076
38,13,Burke County,2100
38,15,Burleigh County,95273
38,17,Cass County,181516
38,19,Cavalier County,3829
38,21,Dickey County,4903
38,23,Divide County,2283
38,25,Dunn County,4332
38,27,Eddy County,2313
38,29,Emmons County,3295
38,31,Foster County,3216
38,33,Golden Valley County,1769
38,35,Grand Forks County,70770
38,37,Grant County,2374
38,39,Griggs County,2232
38,41,Hettinger County,2514
38,43,Kidder County,2450
38,45,LaMoure County,4062
38,47,Logan County,1903
38,49,McHenry County,5816
38,51,McIntosh County,2585
38,53,McKenzie County,13632
38,55,McLean County,9541
38,57,Mercer County,8267
38,59,Morton County,31095
38,61,Mountrail County,10218
38,63,Nelson County,2869
38,65,Oliver County,1952
38,67,Pembina County,6947
38,69,Pierce County,4081
38,71,Ramsey County,11481
38,73,Ransom County,5237
38,75,Renville County,2374
38,77,Richland County,16239
38,79,Rolette County,14301
38,81,Sargent County,3870
38,83,Sheridan County,1349
38,85,Sioux County,4358
38,87,Slope County,763
38,89,Stark County,30997
38,91,Steele County,1903
38,93,Stutsman County,20917
38,95,Towner County,2192
38,97,Traill County,8037
38,99,Walsh County,10667
38,101,Ward County,67744
38,103,Wells County,3957
38,105,Williams County,35350
39,0,Ohio,11689442
39,1,Adams County,27724
39,3,Allen County,102663
39,5,Ashland County,53745
39,7,Ashtabula County,97493
39,9,Athens County,65818
39,11,Auglaize County,45804
39,13,Belmont County,67505
39,15,Brown County,43602
39,17,Butler County,382378
39,19,Carroll County,27081
39,21,Champaign County,38754
39,23,Clark County,134585
39,25,Clermont County,205466
39,27,Clinton County,42057
39,29,Columbiana County,102665
39,31,Coshocton County,36629
39,33,Crawford County,41550
39,35,Cuyahoga County,1243857
39,37,Darke County,51323
39,39,Defiance County,38165
39,41,Delaware County,204826
39,43,Erie County,74615
39,45,Fairfield County,155782
39,47,Fayette County,28666
39,49,Franklin County,1310300
39,51,Fulton County,42276
39,53,Gallia County,29979
39,55,Geauga County,94031
39,57,Greene County,167995
39,59,Guernsey County,39022
39,61,Hamilton County,816684
39,63,Hancock County,75930
39,65,Hardin County,31480
39,67,Harrison County,15174
39,69,Henry County,27086
39,71,Highland County,43058
39,73,Hocking County,28385
39,75,Holmes County,43892
39,77,Huron County,58504
39,79,Jackson County,32384
39,81,Jefferson County,65767
39,83,Knox County,61893
39,85,Lake County,230514
39,87,Lawrence County,59866
39,89,Licking County,175769
39,91,Logan County,45358
39,93,Lorain County,309461
39,95,Lucas County,429899
39,97,Madison County,44413
39,99,Mahoning County,229642
39,101,Marion County,65256
39,103,Medina County,179146
39,105,Meigs County,23106
39,107,Mercer County,40959
39,109,Miami County,106222
39,111,Monroe County,13790
39,113,Montgomery County,532331
39,115,Morgan County,14604
39,117,Morrow County,35112
39,119,Muskingum County,86183
39,121,Noble County,14354
39,123,Ottawa County,40769
39,125,Paulding County,18760
39,127,Perry County,36033
39,129,Pickaway County,58086
39,131,Pike County,28067
39,133,Portage County,162927
39,135,Preble County,40997
39,137,Putnam County,33780
39,139,Richland County,121099
39,141,Ross County,76931
39,143,Sandusky County,58799
39,145,Scioto County,75502
39,147,Seneca County,55207
39,149,Shelby County,48627
39,151,Stark County,371574
39,153,Summit County,541918
39,155,Trumbull County,198627
39,157,Tuscarawas County,92176
39,159,Union County,57835
39,161,Van Wert County,28281
39,163,Vinton County,13139
39,165,Warren County,232173
39,167,Washington County,60155
39,169,Wayne County,115967
39,171,Williams County,36804
39,173,Wood County,130696
39,175,Wyandot County,21935
40,0,Oklahoma,3943079
40,1,Adair County,22082
40,3,Alfalfa County,5754
40,5,Atoka County,13838
40,7,Beaver County,5319
40,9,Beckham County,21709
40,11,Blaine County,9485
40,13,Bryan County,47192
40,15,Caddo County,28977
40,17,Canadian County,144447
40,19,Carter County,48177
40,21,Cherokee County,48675
40,23,Choctaw County,14668
40,25,Cimarron County,2153
40,27,Cleveland County,281669
40,29,Coal County,5520
40,31,Comanche County,120422
40,33,Cotton County,5776
40,35,Craig County,14306
40,37,Creek County,71604
40,39,Custer County,29036
40,41,Delaware County,42733
40,43,Dewey County,4894
40,45,Ellis County,3952
40,47,Garfield County,60913
40,49,Garvin County,27811
40,51,Grady County,55551
40,53,Grant County,4326
40,55,Greer County,5821
40,57,Harmon County,2664
40,59,Harper County,3797
40,61,Haskell County,12668
40,63,Hughes County,13335
40,65,Jackson County,24949
40,67,Jefferson County,6123
40,69,Johnston County,10949
40,71,Kay County,44161
40,73,Kingfisher County,15816
40,75,Kiowa County,8729
40,77,Latimer County,10231
40,79,Le Flore County,49980
40,81,Lincoln County,34920
40,83,Logan County,47291
40,85,Love County,10134
40,87,McClain County,39985
40,89,McCurtain County,32703
40,91,McIntosh County,19815
40,93,Major County,7644
40,95,Marshall County,16806
40,97,Mayes County,41107
40,99,Murray County,13953
40,101,Muskogee County,68362
40,103,Noble County,11289
40,105,Nowata County,10218
40,107,Okfuskee County,12098
40,109,Oklahoma County,792582
40,111,Okmulgee County,38335
40,113,Osage County,47014
40,115,Ottawa County,31175
40,117,Pawnee County,16390
40,119,Payne County,82040
40,121,Pittsburg County,43877
40,123,Pontotoc County,38247
40,125,Pottawatomie County,72679
40,127,Pushmataha County,11179
40,129,Roger Mills County,3656
40,131,Rogers County,91984
40,133,Seminole County,24578
40,135,Sequoyah County,41179
40,137,Stephens County,43265
40,139,Texas County,20455
40,141,Tillman County,7348
40,143,Tulsa County,648360
40,145,Wagoner County,80110
40,147,Washington County,51843
40,149,Washita County,11127
40,151,Woods County,8897
40,153,Woodward County,20222
41,0,Oregon,4190713
41,1,Baker County,16006
41,3,Benton County,92101
41,5,Clackamas County,416075
41,7,Clatsop County,39764
41,9,Columbia County,52377
41,11,Coos County,64389
41,13,Crook County,23867
41,15,Curry County,22813
41,17,Deschutes County,191996
41,19,Douglas County,110283
41,21,Gilliam County,1894
41,23,Grant County,7176
41,25,Harney County,7329
41,27,Hood River County,23428
41,29,Jackson County,219564
41,31,Jefferson County,24192
41,33,Josephine County,87393
41,35,Klamath County,67653
41,37,Lake County,7879
41,39,Lane County,379611
41,41,Lincoln County,49388
41,43,Linn County,127335
41,45,Malheur County,30725
41,47,Marion County,346868
41,49,Morrow County,11372
41,51,Multnomah County,811880
41,53,Polk County,85234
41,55,Sherman County,1708
41,57,Tillamook County,26787
41,59,Umatilla County,77516
41,61,Union County,26461
41,63,Wallowa County,7081
41,65,Wasco County,26505
41,67,Washington County,597695
41,69,Wheeler County,1366
41,71,Yamhill County,107002
42,0,Pennsylvania,12807060
42,1,Adams County,102811
42,3,Allegheny County,1218452
42,5,Armstrong County,65263
42,7,Beaver County,164742
42,9,Bedford County,48176
42,11,Berks County,420152
42,13,Blair County,122492
42,15,Bradford County,60833
42,17,Bucks County,628195
42,19,Butler County,187888
42,21,Cambria County,131730
42,23,Cameron County,4492
42,25,Carbon County,64227
42,27,Centre County,162805
42,29,Chester County,522046
42,31,Clarion County,38779
42,33,Clearfield County,79388
42,35,Clinton County,38684
42,37,Columbia County,65456
42,39,Crawford County,85063
42,41,Cumberland County,251423
42,43,Dauphin County,277097
42,45,Delaware County,564751
42,47,Elk County,30169
42,49,Erie County,272061
42,51,Fayette County,130441
42,53,Forest County,7279
42,55,Franklin County,154835
42,57,Fulton County,14523
42,59,Greene County,36506
42,61,Huntingdon County,45168
42,63,Indiana County,84501
42,65,Jefferson County,43641
42,67,Juniata County,24704
42,69,Lackawanna County,210793
42,71,Lancaster County,543557
42,73,Lawrence County,86184
42,75,Lebanon County,141314
42,77,Lehigh County,368100
42,79,Luzerne County,317646
42,81,Lycoming County,113664
42,83,McKean County,40968
42,85,Mercer County,110683
42,87,Mifflin County,46222
42,89,Monroe County,169507
42,91,Montgomery County,828604
42,93,Montour County,18240
42,95,Northampton County,304807
42,97,Northumberland County,91083
42,99,Perry County,46139
42,101,Philadelphia County,1584138
42,103,Pike County,55933
42,105,Potter County,16622
42,107,Schuylkill County,142067
42,109,Snyder County,40540
42,111,Somerset County,73952
42,113,Sullivan County,6071
42,115,Susquehanna County,40589
42,117,Tioga County,40763
42,119,Union County,44785
42,121,Venango County,51266
42,123,Warren County,39498
42,125,Washington County,207346
42,127,Wayne County,51276
42,129,Westmoreland County,350611
42,131,Wyoming County,27046
42,133,York County,448273
44,0,Rhode Island,1057315
44,1,Bristol County,48649
44,3,Kent County,163861
44,5,Newport County,82542
44,7,Providence County,636084
44,9,Washington County,126179
45,0,South Carolina,5084127
45,1,Abbeville County,24541
45,3,Aiken County,169401
45,5,Allendale County,8903
45,7,Anderson County,200482
45,9,Bamberg County,14275
45,11,Barnwell County,21112
45,13,Beaufort County,188715
45,15,Berkeley County,221091
45,17,Calhoun County,14520
45,19,Charleston County,405905
45,21,Cherokee County,57078
45,23,Chester County,32251
45,25,Chesterfield County,45754
45,27,Clarendon County,33700
45,29,Colleton County,37660
45,31,Darlington County,66802
45,33,Dillon County,30599
45,35,Dorchester County,160647
45,37,Edgefield County,27052
45,39,Fairfield County,22402
45,41,Florence County,138159
45,43,Georgetown County,62249
45,45,Greenville County,514213
45,47,Greenwood County,70741
45,49,Hampton County,19351
45,51,Horry County,344147
45,53,Jasper County,28971
45,55,Kershaw County,65592
45,57,Lancaster County,95380
45,59,Laurens County,66994
45,61,Lee County,17142
45,63,Lexington County,295032
45,65,McCormick County,9410
45,67,Marion County,31039
45,69,Marlboro County,26398
45,71,Newberry County,38520
45,73,Oconee County,78374
45,75,Orangeburg County,86934
45,77,Pickens County,124937
45,79,Richland County,414576
45,81,Saluda County,20544
45,83,Spartanburg County,313888
45,85,Sumter County,106512
45,87,Union County,27410
45,89,Williamsburg County,30606
45,91,York County,274118
46,0,South Dakota,882235
46,3,Aurora County,2801
46,5,Beadle County,18883
46,7,Bennett County,3468
46,9,Bon Homme County,6980
46,11,Brookings County,35232
46,13,Brown County,39316
46,15,Brule County,5229
46,17,Buffalo County,2036
46,19,Butte County,10222
46,21,Campbell County,1377
46,23,Charles Mix County,9338
46,25,Clark County,3739
46,27,Clay County,14041
46,29,Codington County,28015
46,31,Corson County,4165
46,33,Custer County,8726
46,35,Davison County,19790
46,37,Day County,5505
46,39,Deuel County,4337
46,41,Dewey County,5904
46,43,Douglas County,2935
46,45,Edmunds County,3875
46,47,Fall River County,6758
46,49,Faulk County,2330
46,51,Grant County,7147
46,53,Gregory County,4212
46,55,Haakon County,1918
46,57,Hamlin County,6111
46,59,Hand County,3262
46,61,Hanson County,3376
46,63,Harding County,1249
46,65,Hughes County,17650
46,67,Hutchinson County,7380
46,69,Hyde County,1282
46,71,Jackson County,3307
46,73,Jerauld County,2043
46,75,Jones County,928
46,77,Kingsbury County,4919
46,79,Lake County,13057
46,81,Lawrence County,25741
46,83,Lincoln County,58807
46,85,Lyman County,3821
46,87,McCook County,5546
46,89,McPherson County,2407
46,91,Marshall County,5112
46,93,Meade County,28294
46,95,Mellette County,2042
46,97,Miner County,2213
46,99,Minnehaha County,192876
46,101,Moody County,6579
46,102,Oglala Lakota County,14309
46,103,Pennington County,111729
46,105,Perkins County,2922
46,107,Potter County,2207
46,109,Roberts County,10447
46,111,Sanborn County,2429
46,115,Spink County,6495
46,117,Stanley County,3022
46,119,Sully County,1392
46,121,Todd County,10283
46,123,Tripp County,5478
46,125,Turner County,8424
46,127,Union County,15619
46,129,Walworth County,5587
46,135,Yankton County,22869
46,137,Ziebach County,2742
47,0,Tennessee,6770010
47,1,Anderson County,76482
47,3,Bedford County,49038
47,5,Benton County,16184
47,7,Bledsoe County,14755
47,9,Blount County,131349
47,11,Bradley County,106727
47,13,Campbell County,39583
47,15,Cannon County,14462
47,17,Carroll County,28020
47,19,Carter County,56351
47,21,Cheatham County,40439
47,23,Chester County,17276
47,25,Claiborne County,31756
47,27,Clay County,7717
47,29,Cocke County,35774
47,31,Coffee County,55700
47,33,Crockett County,14328
47,35,Cumberland County,59673
47,37,Davidson County,692587
47,39,Decatur County,11706
47,41,DeKalb County,20138
47,43,Dickson County,53446
47,45,Dyer County,37320
47,47,Fayette County,40507
47,49,Fentress County,18217
47,51,Franklin County,41890
47,53,Gibson County,49045
47,55,Giles County,29503
47,57,Grainger County,23145
47,59,Greene County,69087
47,61,Grundy County,13346
47,63,Hamblen County,64569
47,65,Hamilton County,364286
47,67,Hancock County,6549
47,69,Hardeman County,25220
47,71,Hardin County,25776
47,73,Hawkins County,56530
47,75,Haywood County,17335
47,77,Henderson County,27847
47,79,Henry County,32358
47,81,Hickman County,25063
47,83,Houston County,8263
47,85,Humphreys County,18486
47,87,Jackson County,11758
47,89,Jefferson County,54012
47,91,Johnson County,17778
47,93,Knox County,465289
47,95,Lake County,7411
47,97,Lauderdale County,25825
47,99,Lawrence County,43734
47,101,Lewis County,12086
47,103,Lincoln County,34117
47,105,Loudon County,53054
47,107,McMinn County,53285
47,109,McNairy County,25832
47,111,Macon County,24265
47,113,Madison County,97605
47,115,Marion County,28575
47,117,Marshall County,33683
47,119,Maury County,94340
47,121,Meigs County,12306
47,123,Monroe County,46357
47,125,Montgomery County,205950
47,127,Moore County,6411
47,129,Morgan County,21579
47,131,Obion County,30267
47,133,Overton County,22068
47,135,Perry County,8064
47,137,Pickett County,5082
47,139,Polk County,16898
47,141,Putnam County,78843
47,143,Rhea County,33044
47,145,Roane County,53140
47,147,Robertson County,71012
47,149,Rutherford County,324890
47,151,Scott County,22039
47,153,Sequatchie County,14876
47,155,Sevier County,97892
47,157,Shelby County,935764
47,159,Smith County,19942
47,161,Stewart County,13561
47,163,Sullivan County,157668
47,165,Sumner County,187149
47,167,Tipton County,61581
47,169,Trousdale County,11012
47,171,Unicoi County,17761
47,173,Union County,19688
47,175,Van Buren County,5765
47,177,Warren County,40878
47,179,Washington County,128607
47,181,Wayne County,16558
47,183,Weakley County,33415
47,185,White County,27107
47,187,Williamson County,231729
47,189,Wilson County,140625
48,0,Texas,28701845
48,1,Anderson County,58057
48,3,Andrews County,18128
48,5,Angelina County,87092
48,7,Aransas County,23792
48,9,Archer County,8786
48,11,Armstrong County,1892
48,13,Atascosa County,50310
48,15,Austin County,29989
48,17,Bailey County,7027
48,19,Bandera County,22824
48,21,Bastrop County,86976
48,23,Baylor County,3582
48,25,Bee County,32587
48,27,Bell County,355642
48,29,Bexar County,1986049
48,31,Blanco County,11702
48,33,Borden County,648
48,35,Bosque County,18691
48,37,Bowie County,94324
48,39,Brazoria County,370200
48,41,Brazos County,226758
48,43,Brewster County,9267
48,45,Briscoe County,1516
48,47,Brooks County,7114
48,49,Brown County,37924
48,51,Burleson County,18389
48,53,Burnet County,47542
48,55,Caldwell County,43247
48,57,Calhoun County,21561
48,59,Callahan County,13994
48,61,Cameron County,423908
48,63,Camp County,13033
48,65,Carson County,6005
48,67,Cass County,30119
48,69,Castro County,7665
48,71,Chambers County,42454
48,73,Cherokee County,52592
48,75,Childress County,7291
48,77,Clay County,10456
48,79,Cochran County,2836
48,81,Coke County,3370
48,83,Coleman County,8397
48,85,Collin County,1005146
48,87,Collingsworth County,2962
48,89,Colorado County,21217
48,91,Comal County,148373
48,93,Comanche County,13534
48,95,Concho County,4276
48,97,Cooke County,40574
48,99,Coryell County,74808
48,101,Cottle County,1389
48,103,Crane County,4794
48,105,Crockett County,3499
48,107,Crosby County,5779
48,109,Culberson County,2204
48,111,Dallam County,7200
48,113,Dallas County,2637772
48,115,Dawson County,12619
48,117,Deaf Smith County,18760
48,119,Delta County,5349
48,121,Denton County,859064
48,123,DeWitt County,20187
48,125,Dickens County,2249
48,127,Dimmit County,10308
48,129,Donley County,3319
48,131,Duval County,11212
48,133,Eastland County,18322
48,135,Ector County,162124
48,137,Edwards County,1928
48,139,Ellis County,179436
48,141,El Paso County,840758
48,143,Erath County,42446
48,145,Falls County,17335
48,147,Fannin County,35286
48,149,Fayette County,25349
48,151,Fisher County,3839
48,153,Floyd County,5837
48,155,Foard County,1200
48,157,Fort Bend County,787858
48,159,Franklin County,10766
48,161,Freestone County,19808
48,163,Frio County,19816
48,165,Gaines County,20901
48,167,Galveston County,337890
48,169,Garza County,6578
48,171,Gillespie County,26804
48,173,Glasscock County,1388
48,175,Goliad County,7584
48,177,Gonzales County,20826
48,179,Gray County,21895
48,181,Grayson County,133991
48,183,Gregg County,123707
48,185,Grimes County,28360
48,187,Guadalupe County,163694
48,189,Hale County,33830
48,191,Hall County,3028
48,193,Hamilton County,8484
48,195,Hansford County,5463
48,197,Hardeman County,3922
48,199,Hardin County,57207
48,201,Harris County,4698619
48,203,Harrison County,66726
48,205,Hartley County,5619
48,207,Haskell County,5813
48,209,Hays County,222631
48,211,Hemphill County,3825
48,213,Henderson County,82299
48,215,Hidalgo County,865939
48,217,Hill County,36354
48,219,Hockley County,22980
48,221,Hood County,60537
48,223,Hopkins County,36810
48,225,Houston County,23169
48,227,Howard County,36459
48,229,Hudspeth County,4795
48,231,Hunt County,96493
48,233,Hutchinson County,21198
48,235,Irion County,1522
48,237,Jack County,8843
48,239,Jackson County,14874
48,241,Jasper County,35872
48,243,Jeff Davis County,2252
48,245,Jefferson County,255001
48,247,Jim Hogg County,5248
48,249,Jim Wells County,40822
48,251,Johnson County,171361
48,253,Jones County,19817
48,255,Karnes County,15650
48,257,Kaufman County,128622
48,259,Kendall County,45641
48,261,Kenedy County,442
48,263,Kent County,726
48,265,Kerr County,52405
48,267,Kimble County,4362
48,269,King County,277
48,271,Kinney County,3767
48,273,Kleberg County,31129
48,275,Knox County,3653
48,277,Lamar County,49728
48,279,Lamb County,13158
48,281,Lampasas County,21229
48,283,La Salle County,7531
48,285,Lavaca County,20110
48,287,Lee County,17144
48,289,Leon County,17270
48,291,Liberty County,86323
48,293,Limestone County,23519
48,295,Lipscomb County,3355
48,297,Live Oak County,12166
48,299,Llano County,21646
48,301,Loving County,152
48,303,Lubbock County,307412
48,305,Lynn County,5877
48,307,McCulloch County,7987
48,309,McLennan County,254607
48,311,McMullen County,749
48,313,Madison County,14422
48,315,Marion County,9928
48,317,Martin County,5753
48,319,Mason County,4280
48,321,Matagorda County,36552
48,323,Maverick County,58485
48,325,Medina County,50921
48,327,Menard County,2139
48,329,Midland County,172578
48,331,Milam County,25131
48,333,Mills County,4921
48,335,Mitchell County,8145
48,337,Montague County,19596
48,339,Montgomery County,590925
48,341,Moore County,21485
48,343,Morris County,12339
48,345,Motley County,1234
48,347,Nacogdoches County,65711
48,349,Navarro County,49565
48,351,Newton County,13746
48,353,Nolan County,14751
48,355,Nueces County,362265
48,357,Ochiltree County,9947
48,359,Oldham County,2131
48,361,Orange County,83572
48,363,Palo Pinto County,28875
48,365,Panola County,23148
48,367,Parker County,138371
48,369,Parmer County,9864
48,371,Pecos County,15673
48,373,Polk County,50031
48,375,Potter County,119648
48,377,Presidio County,6948
48,379,Rains County,12159
48,381,Randall County,136271
48,383,Reagan County,3741
48,385,Real County,3478
48,387,Red River County,12175
48,389,Reeves County,15695
48,391,Refugio County,7032
48,393,Roberts County,903
48,395,Robertson County,17284
48,397,Rockwall County,100657
48,399,Runnels County,10234
48,401,Rusk County,54450
48,403,Sabine County,10589
48,405,San Augustine County,8232
48,407,San Jacinto County,28719
48,409,San Patricio County,66893
48,411,San Saba County,6054
48,413,Schleicher County,2895
48,415,Scurry County,16866
48,417,Shackelford County,3253
48,419,Shelby County,25418
48,421,Sherman County,3079
48,423,Smith County,230221
48,425,Somervell County,9016
48,427,Starr County,64525
48,429,Stephens County,9433
48,431,Sterling County,1311
48,433,Stonewall County,1362
48,435,Sutton County,3758
48,437,Swisher County,7462
48,439,Tarrant County,2084931
48,441,Taylor County,137640
48,443,Terrell County,823
48,445,Terry County,12287
48,447,Throckmorton County,1515
48,449,Titus County,33033
48,451,Tom Green County,118189
48,453,Travis County,1248743
48,455,Trinity County,14740
48,457,Tyler County,21696
48,459,Upshur County,41260
48,461,Upton County,3671
48,463,Uvalde County,26846
48,465,Val Verde County,49208
48,467,Van Zandt County,56019
48,469,Victoria County,92035
48,471,Walker County,72480
48,473,Waller County,53126
48,475,Ward County,11720
48,477,Washington County,35108
48,479,Webb County,275910
48,481,Wharton County,41619
48,483,Wheeler County,5191
48,485,Wichita County,132064
48,487,Wilbarger County,12820
48,489,Willacy County,21515
48,491,Williamson County,566719
48,493,Wilson County,50224
48,495,Winkler County,7720
48,497,Wise County,68305
48,499,Wood County,45129
48,501,Yoakum County,8591
48,503,Young County,18045
48,505,Zapata County,14190
48,507,Zavala County,11983
49,0,Utah,3161105
49,1,Beaver County,6580
49,3,Box Elder County,54950
49,5,Cache County,127068
49,7,Carbon County,20269
49,9,Daggett County,980
49,11,Davis County,351713
49,13,Duchesne County,19964
49,15,Emery County,10014
49,17,Garfield County,5080
49,19,Grand County,9764
49,21,Iron County,52775
49,23,Juab County,11555
49,25,Kane County,7709
49,27,Millard County,13006
49,29,Morgan County,12045
49,31,Piute County,1445
49,33,Rich County,2464
49,35,Salt Lake County,1152633
49,37,San Juan County,15449
49,39,Sanpete County,30623
49,41,Sevier County,21539
49,43,Summit County,41933
49,45,Tooele County,69907
49,47,Uintah County,35438
49,49,Utah County,622213
49,51,Wasatch County,33240
49,53,Washington County,171700
49,55,Wayne County,2690
49,57,Weber County,256359
50,0,Vermont,626299
50,1,Addison County,36973
50,3,Bennington County,35631
50,5,Caledonia County,30302
50,7,Chittenden County,164572
50,9,Essex County,6250
50,11,Franklin County,49421
50,13,Grand Isle County,7090
50,15,Lamoille County,25300
50,17,Orange County,28999
50,19,Orleans County,26907
50,21,Rutland County,58672
50,23,Washington County,58140
50,25,Windham County,42756
50,27,Windsor County,55286
51,0,Virginia,8517685
51,1,Accomack County,32412
51,3,Albemarle County,108718
51,5,Alleghany County,14910
51,7,Amelia County,13013
51,9,Amherst County,31666
51,11,Appomattox County,15841
51,13,Arlington County,237521
51,15,Augusta County,75457
51,17,Bath County,4292
51,19,Bedford County,78747
51,21,Bland County,6293
51,23,Botetourt County,33277
51,25,Brunswick County,16384
51,27,Buchanan County,21221
51,29,Buckingham County,16999
51,31,Campbell County,54973
51,33,Caroline County,30772
51,35,Carroll County,29636
51,36,Charles City County,6941
51,37,Charlotte County,11938
51,41,Chesterfield County,348556
51,43,Clarke County,14523
51,45,Craig County,5064
51,47,Culpeper County,51859
51,49,Cumberland County,9809
51,51,Dickenson County,14523
51,53,Dinwiddie County,28529
51,57,Essex County,10919
51,59,Fairfax County,1150795
51,61,Fauquier County,70675
51,63,Floyd County,15795
51,65,Fluvanna County,26783
51,67,Franklin County,56195
51,69,Frederick County,88355
51,71,Giles County,16844
51,73,Gloucester County,37349
51,75,Goochland County,23244
51,77,Grayson County,15631
51,79,Greene County,19779
51,81,Greensville County,11627
51,83,Halifax County,34120
51,85,Hanover County,107239
51,87,Henrico County,329261
51,89,Henry County,50953
51,91,Highland County,2210
51,93,Isle of Wight County,36953
51,95,James City County,76397
51,97,King and Queen County,7042
51,99,King George County,26575
51,101,King William County,16939
51,103,Lancaster County,10783
51,105,Lee County,23541
51,107,Loudoun County,406850
51,109,Louisa County,36778
51,111,Lunenburg County,12086
51,113,Madison County,13295
51,115,Mathews County,8802
51,117,Mecklenburg County,30650
51,119,Middlesex County,10769
51,121,Montgomery County,98985
51,125,Nelson County,14836
51,127,New Kent County,22391
51,131,Northampton County,11735
51,133,Northumberland County,12147
51,135,Nottoway County,15420
51,137,Orange County,36644
51,139,Page County,23933
51,141,Patrick County,17673
51,143,Pittsylvania County,60949
51,145,Powhatan County,29189
51,147,Prince Edward County,22950
51,149,Prince George County,38082
51,153,Prince William County,468011
51,155,Pulaski County,34066
51,157,Rappahannock County,7252
51,159,Richmond County,9038
51,161,Roanoke County,94073
51,163,Rockbridge County,22752
51,165,Rockingham County,81244
51,167,Russell County,26748
51,169,Scott County,21534
51,171,Shenandoah County,43497
51,173,Smyth County,30472
51,175,Southampton County,17586
51,177,Spotsylvania County,134238
51,179,Stafford County,149960
51,181,Surry County,6474
51,183,Sussex County,11237
51,185,Tazewell County,40855
51,187,Warren County,40003
51,191,Washington County,54402
51,193,Westmoreland County,17830
51,195,Wise County,38012
51,197,Wythe County,28754
51,199,York County,67846
51,510,Alexandria city,160530
51,520,Bristol city,16482
51,530,Buena Vista city,6237
51,540,Charlottesville city,48117
51,550,Chesapeake city,242634
51,570,Colonial Heights city,17833
51,580,Covington city,5460
51,590,Danville city,40693
51,595,Emporia city,5121
51,600,Fairfax city,24574
51,610,Falls Church city,14772
51,620,Franklin city,8013
51,630,Fredericksburg city,29144
51,640,Galax city,6423
51,650,Hampton city,134313
51,660,Harrisonburg city,54033
51,670,Hopewell city,22596
51,678,Lexington city,7136
51,680,Lynchburg city,82126
51,683,Manassas city,41641
51,685,Manassas Park city,17307
51,690,Martinsville city,12902
51,700,Newport News city,178626
51,710,Norfolk city,244076
51,720,Norton city,3968
51,730,Petersburg city,31567
51,735,Poquoson city,12190
51,740,Portsmouth city,94632
51,750,Radford city,18339
51,760,Richmond city,228783
51,770,Roanoke city,99920
51,775,Salem city,25643
51,790,Staunton city,24922
51,800,Suffolk city,91185
51,810,Virginia Beach city,450189
51,820,Waynesboro city,22628
51,830,Williamsburg city,14896
51,840,Winchester city,28108
53,0,Washington,7535591
53,1,Adams County,19759
53,3,Asotin County,22610
53,5,Benton County,201877
53,7,Chelan County,77036
53,9,Clallam County,76737
53,11,Clark County,481857
53,13,Columbia County,4059
53,15,Cowlitz County,108987
53,17,Douglas County,42907
53,19,Ferry County,7649
53,21,Franklin County,94347
53,23,Garfield County,2247
53,25,Grant County,97331
53,27,Grays Harbor County,73901
53,29,Island County,84460
53,31,Jefferson County,31729
53,33,King County,2233163
53,35,Kitsap County,269805
53,37,Kittitas County,47364
53,39,Klickitat County,22107
53,41,Lewis County,79604
53,43,Lincoln County,10740
53,45,Mason County,65507
53,47,Okanogan County,42132
53,49,Pacific County,22036
53,51,Pend Oreille County,13602
53,53,Pierce County,891299
53,55,San Juan County,17128
53,57,Skagit County,128206
53,59,Skamania County,11924
53,61,Snohomish County,814901
53,63,Spokane County,514631
53,65,Stevens County,45260
53,67,Thurston County,286419
53,69,Wahkiakum County,4426
53,71,Walla Walla County,60922
53,73,Whatcom County,225685
53,75,Whitman County,49791
53,77,Yakima County,251446
54,0,West Virginia,1805832
54,1,Barbour County,16535
54,3,Berkeley County,117123
54,5,Boone County,21951
54,7,Braxton County,14089
54,9,Brooke County,22203
54,11,Cabell County,93224
54,13,Calhoun County,7254
54,15,Clay County,8632
54,17,Doddridge County,8406
54,19,Fayette County,43018
54,21,Gilmer County,8026
54,23,Grant County,11626
54,25,Greenbrier County,34786
54,27,Hampshire County,23347
54,29,Hancock County,29094
54,31,Hardy County,13775
54,33,Harrison County,67554
54,35,Jackson County,28706
54,37,Jefferson County,56811
54,39,Kanawha County,180454
54,41,Lewis County,16024
54,43,Lincoln County,20599
54,45,Logan County,32607
54,47,McDowell County,18223
54,49,Marion County,56097
54,51,Marshall County,30785
54,53,Mason County,26718
54,55,Mercer County,59131
54,57,Mineral County,26940
54,59,Mingo County,23785
54,61,Monongalia County,106420
54,63,Monroe County,13280
54,65,Morgan County,17787
54,67,Nicholas County,24842
